name,store_id,category,address,tel,options,amenity,broadcast,business_hours,menu,mapx,mapy
***2가지 피자맛을 즐기고 싶을때~^^*** 토마토소스+수제갈릭마요소스+수제매콤치즈 : 최고급100% 모짜렐라치즈사용!
23,900원; 치즈피자
*** 치즈의 깊은맛을 즐기고 싶을때~^^ *** 토마토소스+최고급100% 모짜렐라치즈사용! : 누구나 좋아하는맛^^
16,900원; 고르곤졸라:인기
수제로 만든 인기가 최고인 씬피자
14,900원; 레귤러포테이토
13,900원; 케이준포테이토
감자의 아메리칸 스타일을 즐기고 싶을때 + 케찹제공
15,900원; 펍스포테이토
14,900원; 미트칠리 치즈후라이:완전인기! 강추!대표
싹싹 비우는 인기메뉴! :수제소스와 고기의 살아있는 식감+바삭한 치즈후라이의 만남
19,900원; 모듬포테이토(5종이상)
16,900원; 갈릭치즈후라이:인기! 강추!
두가지 수제 특제소스의 조화! 누구나 좋아하는맛^^
18,900원; 치즈볼
12,900원; 먹태-인기! 강추!
16,900원; 매운닭발-인기! 강추매운맛2단계
특1급 무뼈닭발 사용해서 살이 통통해서 더 맛있는 닭발! :닭발집보다 맛있을 정도로 인기많은 매뉴^^
17,900원; 닭껍질튀김
11,900원; 빠네빵 추가
로제소스를 같이 시켜서 찍어서 먹음 맛나요!^^
10,000원; 수제 로제소스 추가
직접 수제로 만들었습니다. 영양만점 로제소스! '당이 들어가지 않은 '키토 로제소스'
5,000원; 파채추가(트리플베리 드레싱)
치킨과 꿀 조합! 새콤달콤 트리플베리 드레싱이 뿌려진 파채~^^
2,000원; 콜라+얼음잔제공
3,000원; 제로콜라+얼음잔제공
3,000원; 스프라이트+얼음잔제공
3,000원; 레몬사이다(제로칼로리)인기!
사이다 보다 더 맛있는^^강한탄산 레몬사이다 ! 칼로리가 제로여서 더 좋은^^ 체중리하며 맛나게 즐기고 싶은날!
4,000원; 샤인머스켓(제로칼로리)인기!
청량한 샤인머스켓맛! 맛없는 탄산은 NO! 칼로리가 제로여서 더 좋은^^ 체중리하며 맛나게 즐기고 싶은날!
4,000원; 스파클링 애플주스
100% 천연사과 주스! 건강한 음료^^
5,000원; 분다버그 핑크자몽(탄산)
2일 이상 발료시킨 상큼한 자몽 탄산드링크!
6,000원; 토닉워터+얼음잔제공
3,000원; 바이젠(10ml당)
밀맥주/몽키맥주/가성비 맥주 ***( ABV 4.5% /5IBU )
170원; 카브루필스너(10ml당)
구미호 맥주카/ 카브루 Kabrew/비스킷같은 고소함/청량함/라거 맥주 ***( ABV 4.5% / KOREA )
190원; 소양강에일(10ml당)
2020년 주류대상수상/BEST of 2020/트로피컬/깔끔한 피니시 맥주 ***( ABV 5.0% / KOREA )
210원; 353라거(10ml당):인기!
2019년 주류대상수상/청양감 가득/은은한 과일향/꿀의 풍미 ***( ABV 5.0% / KOREA )
190원; 판타지라거(10ml당)
아는맛이 무섭다/맥주의 기본라거/부드러운 목넘김/깔끔한 마무리 ***( ABV 4.5% / KOREA )
220원; 처용IPL(10ml당)
***감귤, 자몽, 파인애플의 풍미가 느껴짐 ***쓴맛이 적고 탄산과 향기의 조화가 즐거운 수제맥주***에일처럼 향긋하면서도 라거의 청량함과 깔끔함이 매력적인 수제맥주 ***( ABV 5.0% / 15 IBU )
230원; 스퀴즈화이트(10ml당)
쥬스야 맥주야?/상큼한 오렌지필/산뜻한 밀맥주/전통 벨기에식 ***( ABV 5.0% / KOREA )
190원; 성수동페일에일(10ml당):인기!
***성수동의 많은 분들이 가볍고 즐겁게 즐길수 있도록 많은 사람들이 사랑하는 아메리칸 페일에일 스타일 ***가볍고 상쾌하게 만든 수제맥주 ***( ABV 4.5% / KOREA )
280원; 젠틀맨라거(10ml당)
소맥같은/필스너 라거/브드러운 목넘김/깔끔한맛 ***( ABV 7.8% / KOREA )
270원; 초콜릿스타우트(10ml당):인기!
흑맥주/정통 스타우트/단쓴밸런스/디저트같은 맥주 ***( ABV 5.7% / KOREA )
290원; 필쏘굿(10ml당)
2021년 주류대상수상/정통 필스너/중독성 있는 쌈쌀함/상쾌한 끝맛 ***( ABV 4.8% / KOREA )
220원; 첫사랑(10ml당):인기!
그녀가 보고플때/난 너만 먹을거야/오빠만 믿어! ***( ABV 6.5% / KOREA )
300원; 린데만스 빼슈레제:판매NO.1 수제맥주!
공주님 맥주/람빅의 끝판왕/복숭아의 매력/JMT맥주 ***복숭아 과즙이 50% 가까이 들어간 람빅 맥주로 달콤한 복숭아의 풍미를 느낄수 있는 고객님들의 많은 사랑을 받고있는 꼭그닭 판매 NO.1수제 맥주 ***( ABV2.5% / 벨기에 )
420원; 린데만스 크릭:인기NO.1 수제맥주!
비주얼 최강/혁신적인 맛/향기로운 체리맛 인스타갬성 ***1년간 참나무로 숙성하여 체리의 달콤함을 극대화 하여 전 세계 수제맥주 애호가 들에게 많은 사랑을 받는 수제 맥주입니다. ***( AVB 3.5% / 벨기에 ) ***꼭그닭 인기 NO.1 수제맥주 : 강추!! ***
450원; 시메이 골드(럭셔리 인싸 수제맥주!)
수도원맥주/희귀맥주/트라피스트맥주/인싸맥주 ***고수와 과일향의 조화가 훌륭하고 캔디나 시럽의 달콤함이 느껴지며,치즈 또는 치츠를 곁들인 요리와 잘어울리는 수제 맥주입니다 ( ABV 4.8% / 벨기에) ***치즈 듬뿍 꼭그닭 시그니쳐 메뉴인 빠네치킨과 함께 드시길 강추!
420원; 참이슬
6,000원; 처음처럼
6,000원; 진로이즈백
6,000원; 별빛청하
6,000원; 화요-인기!
화요+토닉워터2+레몬+얼음+잔세팅
30,000원; 일품진로
일품진로+토닉워터2+레몬+얼음+잔세팅
35,000원; 시저샐러드
18,900원",127.0270949,37.5024642
아이리쉬펍 더블린,11722030,"맥주,호프",서울 강남구 강남대로 442 별관 2층,02-561-3281,,"예약, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능",,"월
15:00 - 01:00; 화
15:00 - 01:00; 수
15:00 - 01:00; 목
15:00 - 01:00; 금
15:00 - 02:00; 토
14:00 - 02:00; 일
14:00 - 24:00","리코타 치즈 샐러드
24,000원; 고르곤졸라 피자
26,000원; 더블린 웨지 포테이토
17,000원; 통 한마리 치킨
29,000원",127.0264431,37.5020359
나즈드라비,37687877,"맥주,호프",서울 강남구 테헤란로1길 28-6 제이빌딩 지하 1층,02-558-0053,,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",,"월
15:00 - 01:00
00:30 라스트오더; 화
15:00 - 24:00
23:30 라스트오더; 수
15:00 - 01:00
00:30 라스트오더; 목
15:00 - 01:00
00:30 라스트오더; 금
15:00 - 02:00
01:30 라스트오더; 토
15:00 - 02:00
01:30 라스트오더; 일
15:00 - 24:00
23:30 라스트오더","코젤다크시나몬
대표
훈연향, 커피, 캬라멜의 달콤함을 느낄 수 있다. 코젤 다크에 꿀과 함께 시나몬 특유의 맛을 곁들여 상큼함과 달콜함을 배로 즐길 수 있는 맥주 코젤다크 시나몬
7,500원; 꼴레뇨
대표
돼지 무릎 한 부분을 통째로 구워주는 체코의 꼴레뇨. 학센은 장작불에 돼지족을 굽기만 하는 반면, 꼴레뇨는 돼지족을 맥주와 함께 삶은 뒤 굽는다.
38,000원; 필스너우르켈(330ml)
황금맥주를 마시다. 100% 체코산 재료만을 엄별선정하여 옛날 제조방법을 그대로 유지하며 브루잉한 품질에 대한 진정성을 최우선으로 한 필스너 우르켈
8,900원; 스마제니시르
치즈를 두껍게 썰어 빵으로 옷을 입히고, 팬에서 급속으로 튀기는 체코의 전통적인 대중음식
21,000원; 나즈드라비피자
23,000원",127.0260413,37.5020955
엘라,36893827,"맥주,호프",서울 강남구 테헤란로5길 36 1층 엘라,0507-1310-8836,,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 주차",,"월
정기휴무 (매주 월요일); 화
12:00 - 23:00
15:00 - 17:00 브레이크타임; 수
12:00 - 23:00
15:00 - 17:00 브레이크타임; 목
12:00 - 23:00
15:00 - 17:00 브레이크타임; 금
12:00 - 24:00
15:00 - 17:00 브레이크타임; 토
14:00 - 24:00; 일
14:00 - 22:00","에그인헬
18,000원; 텍스멕스오믈렛
19,000원; 프렌치토스트
17,000원; 필리치즈스테이크
19,000원; 까르보나라
17,000원; 화이트라구파스타
16,000원; 라구볼로네제파스타
17,000원; 쥬키니쉬림프알리오올리오
17,000원; 포르치니크림리조또
18,000원; 라자냐
19,000원; 간장순살치킨
22,000원; 후라이드순살치킨
20,000원; 카프레제샐러드
17,000원; 나쵸 과카몰리
15,000원; 맥앤치즈
17,000원; 모듬소세지
17,000원; 데일리파스타
11:30~15:00런치메뉴
10,000원; 런치 함박 스테이크
11:30~15:00런치메뉴
11,000원",127.0290297,37.5008165
언더씨유,37160292,"맥주,호프",서울 강남구 논현로80길 9 1층,02-558-4333,,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 반려동물 동반, 배달",,"월
11:00 - 24:00
23:30 라스트오더; 화
11:00 - 24:00
23:30 라스트오더; 수
11:00 - 24:00
23:30 라스트오더; 목
11:00 - 24:00
23:30 라스트오더; 금
11:00 - 24:00
23:30 라스트오더; 토
정기휴무 (매주 토요일); 일
정기휴무 (매주 일요일)","먹태
대표
11,800원; 구운새우와 브로콜리
대표
18,800원; 기네스 생맥주
7,800원; 호가든생 330cc
6,300원; 호가든생 500cc
9,800원; 대강 페일에일
7,800원; 인디카 IPA
7,800원; 산토리 하이볼
6,800원; 치즈소스 감자튀김
11,800원; 치즈소스 나쵸
11,800원; 브리치즈와 크래커
13,800원; 기네스 세트
35,200원; 호가든 세트
39,800원; 와인 세트
56,800원; 구운새우와브로콜리
18,800원; 피넛보터 스타우트
9,800원",127.0390733,37.4981832
펀비어킹 강남경복사거리점,36663340,"맥주,호프",서울 강남구 언주로108길 15,02-565-9978,,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분",,"매일
10:30 - 06:00","페퍼로니페스츄리피자
변동; 먹태킹
변동; 새우살타워링
변동; 치즈볼&리코타샐러드
변동; 아이스과일펀치
변동; 반반치킨
변동; 통오징어한판떡볶킹
변동; 곱도리탕
변동; 와사비 마요치킨
21,900원; 핫치즈 불닭&퐁듀
20,900원; 허니갈릭순살치킨
22,900원; 오리지널버팔로윙
15,900원; 양념치킨
19,900원",127.040491,37.5085573
도스타코스 선릉점,1905428903,"멕시코,남미음식",서울 강남구 테헤란로69길 10 지하1층,02-555-4731,,"배달, 포장, 남/녀 화장실 구분, 단체 이용 가능",,"월
11:30 - 21:50
14:50 - 17:00 브레이크타임
21:30 라스트오더; 화
11:30 - 21:50
14:50 - 17:00 브레이크타임
21:30 라스트오더; 수
11:30 - 21:50
14:50 - 17:00 브레이크타임
21:30 라스트오더; 목
11:30 - 21:50
14:50 - 17:00 브레이크타임
21:30 라스트오더; 금
11:30 - 21:50
14:50 - 17:00 브레이크타임
21:30 라스트오더; 토
11:30 - 20:30
20:10 라스트오더; 일
정기휴무 (매주 일요일)","부리또
11,500원; 부리또볼
14,000원; 앤칠라다
15,000원; 칠리빈&비프감자튀김
11,500원; 감자튀김
7,000원; 나쵸피에스타
12,500원; 칩스&살사
7,500원; 아보카도치미창가
14,000원; 고기치미창가
13,000원; 허브치킨샐러드
14,000원; 갈릭새우샐러드
14,000원; 오리지널샐러드
11,000원; 새우치즈께사디야
15,000원; 고기치즈께사디야
14,000원; 루꼴라치즈께사디야
12,000원; 치즈께사디야
9,000원; 빠스톨타코
5,500원; 하드타코
5,500원; 소프트타코
6,500원",127.0527168,37.5065669
쿠차라 코엑스몰오크우드점,1680106170,"멕시코,남미음식",서울 강남구 테헤란로87길 46 오크우드호텔컨벤션빌딩 지하2층 2A05호,02-3466-8558,,"단체 이용 가능, 무선 인터넷, 포장, 배달",,"매일
11:00 - 21:00
20:30 라스트오더","치킨부리또
입맛에 맞는 토핑을 선택할 수 있는 멕시칸 스타일 부리또 (토핑 선택시,가격변동 )
8,900원; 두부 보리또볼
보울에 담아먹는 멕시칸식 부리또볼 (토핑 선택시, 가격변동)
8,900원; 스테이크 샐러드
오리엔탈 소스와 함께 즐기는 멕시칸 스타일 샐러드(토핑 선택시,가격변동)
12,900원",127.0580898,37.5109817
쿠차라 삼성서초사옥점,1682924620,"멕시코,남미음식",서울 서초구 서초대로74길 11 삼성전자 서초사옥 지하1층 B112호,02-525-2155,,"예약, 단체 이용 가능, 무선 인터넷, 주차, 포장, 배달",,"월
11:00 - 21:00
20:30 라스트오더; 화
11:00 - 21:00
20:30 라스트오더; 수
11:00 - 21:00
20:30 라스트오더; 목
11:00 - 21:00
20:30 라스트오더; 금
11:00 - 21:00
20:30 라스트오더; 토
11:00 - 21:00
20:30 라스트오더; 일
11:00 - 21:00
20:30 라스트오더","치킨 부리또
입맛에 맞는 토핑을 선택할 수 있는 멕시칸 스타일 부리또 (토핑 선택시,가격변동 )
8,900원; 두부 부리또볼
보울에 담아먹는 멕시칸식 부리또볼(토핑 선택시, 가격변동)
8,900원; 스테이크 샐러드
오리엔탈 소스와 함께 즐기는 멕시칸 스타일 샐러드(토핑 선택시,가격변동)
12,900원; 나초&살사
매장에서 직접 튀긴 또띠아와 매콤한 맛을 내는 소스
4,000원",127.0269301,37.496648
베어스타코 본점,1717244423,"멕시코,남미음식",서울 강남구 언주로98길 18 2층 베어스타코,0507-1312-9397,,"포장, 배달, 예약",,"월
11:00 - 23:59
14:00 - 15:00 브레이크타임; 화
11:00 - 23:59
14:00 - 15:00 브레이크타임; 수
11:00 - 23:59
14:00 - 15:00 브레이크타임; 목
11:00 - 23:59
14:00 - 15:00 브레이크타임; 금
11:00 - 23:59
14:00 - 15:00 브레이크타임; 토
11:00 - 23:59; 일
11:00 - 23:59","피쉬타코(FISH TACO) : 2PCS
또띠아(6인치), 양상추, 치폴레마요, 피쉬너겟, 양파찹, 할라피뇨찹, 핫소스, 사워크림. 베어스타코만의 환상 조합
12,900원; 비프부리또(BEEF BURRITO)
또띠아(12인치), 시즈닝라이스, 비프, 양파, 할라피뇨, 살사, 사워크림(칠리), 양상추 베어스타코만의 환상 조합
11,500원; 쉬림프부리또보올(SHRIMP BURRITO BOWL)
시즈닝라이스, 쉬림프, 양파, 할라피뇨, 살사, 양상추, 사워크림, 피코데가요 베어스타코만의 환상 조합
14,500원; 치킨엔칠라다(CHICKEN ENCHILADA)
또띠아(10인치), 시즈닝라이스, 치킨, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
12,900원; 감자튀김&칠리콘가르네치즈(FRENCH&CHILCHEE)
감자튀김+칠리콘카르네+치즈
11,000원; [베어스타코]X[팔로윙] 반반메뉴
25,000원; [베어스타코]X[팔로윙]핫윙
버팔로윙&스틱 14pcs, 감자튀김(선택가능), 2종소스(치폴레마요, 케찹) 치킨무
24,000원; [베어스타코]X[팔로윙] 치폴레
버팔로윙&스틱 14pcs, 감자튀김(선택가능), 2종소스(치폴레마요, 케찹) 치킨무
24,000원; [베어스타코]X[팔로윙] 레몬페퍼
버팔로윙&스틱 14pcs, 감자튀김(선택가능), 2종소스(치폴레마요, 케찹), 치킨무
24,000원; [베어스타코]X[팔로윙] 버터갈릭
버팔로윙&스틱 14pcs, 감자튀김(선택가능), 2종소스(치폴레마요, 케찹), 치킨무
24,000원; 반반타코(HALF&HALF TACO) : 2PCS
1PC씩 고를 수 있습니다. (총 2PCS) 한 번에 2가지 맛을 맛볼 수 있는 반반타코
10,800원; 치킨타코(CHICKEN TACO) : 2PCS
또띠아(6인치), 양상추, 치킨, 양파찹, 할라피뇨찹, 마일드살사, 핫소스, 사워크림. 베어스타코만의 환상 조합
9,900원; 비프타코(BEEF TACO) : 2PCS
또띠아(6인치), 양상추, 비프, 양파찹, 할라피뇨찹, 마일드살사, 핫소스, 사워크림. 베어스타코만의 환상 조합
10,500원; 칠리소세지타코(CHILISAUSAGETACO):2PCS
또띠아(6인치), 양상추, 소세지, 양파찹, 할라피뇨찹, 칠리콘카르네, 케찹, 머스타드, 엔젤헤어치즈. 베어스타코만의 환상 조합
12,900원; 아보카도타코(AVOCADO TACO) : 2PCS
또띠아(6인치), 양상추, 시즈닝양파, 아보카도, 양파찹, 할라피뇨찹, 마일드살사, 핫소스, 사워크림. 베어스타코만의 환상 조합
11,900원; 치킨부리또(CHICKEN BURRITO)
또띠아(12인치), 시즈닝라이스, 치킨, 양파, 할라피뇨, 살사, 사워크림, 양상추 베어스타코만의 환상 조합
10,500원; 비프부리또(BEEF BURRITO)
또띠아(12인치), 시즈닝라이스, 비프, 양파, 할라피뇨, 살사, 사워크림(칠리), 양상추 베어스타코만의 환상 조합
11,500원; 아보카도부리또(AVCD BURRITO)
또띠아(12인치), 시즈닝라이스, 아보카도, 시즈닝양파, 할라피뇨, 살사, 사워크림, 양상추 베어스타코만의 환상 조합
12,500원; 피쉬부리또(FISH BURRITO)
또띠아(12인치), 시즈닝라이스, 피쉬, 양파, 할라피뇨, 치폴레마요, 핫소스, 사워크림, 양상추 베어스타코만의 환상 조합
13,500원; 풀드포크부리또(PULLEDPORK BURRITO)
또띠아(12인치), 시즈닝라이스, 풀드포크, 양파, 할라피뇨, 바베큐소스, 핫소스, 사워크림, 양상추 베어스타코만의 환상 조합
13,500원; 치킨부리또보올(CHICKEN BURRITO BOWL)
시즈닝라이스, 치킨, 양파, 할라피뇨, 살사, 양상추, 사워크림, 피코데가요 베어스타코만의 환상 조합
10,900원; 비프부리또보올(BEEF BURRITO BOWL)
시즈닝라이스, 비프, 양파, 할라피뇨, 살사, 양상추, 사워크림(칠리), 피코데가요 베어스타코만의 환상 조합
11,900원; 아보카도부리또보올(AVOCADO BOWL)
시즈닝라이스, 아보카도, 시즈닝양파, 할라피뇨, 살사, 양상추, 사워크림, 피코데가요 베어스타코만의 환상 조합
12,900원; 풀드포크부리또보올(PULLEDPORK BOWL)
시즈닝라이스, 풀드포크, 양파, 할라피뇨, 바베큐소스, 핫소스, 양상추, 사워크림, 피코데가요 베어스타코만의 환상 조합
13,500원; 쉬림프부리또보올(SHRIMP BURRITO BOWL)
시즈닝라이스, 쉬림프, 양파, 할라피뇨, 살사, 양상추, 사워크림, 피코데가요 베어스타코만의 환상 조합
14,500원; 모짜퀘사디아(MOZZA QUESADILLA)
또띠아(8인치), 모짜렐라치즈, 양파, 할라피뇨, 살사, 나쵸치즈 베어스타코만의 환상 조합
9,900원; 치킨퀘사디아(CHICKEN QUESADILLA)
또띠아(8인치), 모짜렐라치즈, 치킨, 양파, 할라피뇨, 살사, 나쵸치즈 베어스타코만의 환상 조합
11,900원; 비프퀘사디아(BEEF QUESADILLA)
또띠아(8인치), 모짜렐라치즈, 비프, 양파, 할라피뇨, 살사, 나쵸치즈 베어스타코만의 환상 조합
12,500원; 아보카도퀘사디아(AVOCADO QUESADILLA)
또띠아(8인치), 모짜렐라치즈, 아보카도, 시즈닝양파, 할라피뇨, 살사, 나쵸치즈 베어스타코만의 환상 조합
12,900원; 풀드포크퀘사디아(PULLED P QUESADILLA)
또띠아(8인치), 모짜렐라치즈, 풀드포크, 바베큐소스, 핫소스, 양파, 할라피뇨, 나쵸치즈 베어스타코만의 환상 조합
12,900원; 치킨엔칠라다(CHICKEN ENCHILADA)
또띠아(10인치), 시즈닝라이스, 치킨, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
12,900원; 비프엔칠라다(BEEF ENCHILADA)
또띠아(10인치), 시즈닝라이스, 비프, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
13,900원; 아보카도엔칠라다(AVOCADO ENCHILADA)
또띠아(10인치), 시즈닝라이스, 시즈닝양파, 아보카도, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
14,500원; 풀드포크엔칠라다(PULLEDPORK ENCHILADA)
또띠아(10인치), 시즈닝라이스, 풀드포크, 바베큐소스, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
14,900원; 쉬림프엔칠라다(SHRIMP ENCHILADA)
또띠아(10인치), 시즈닝라이스, 쉬림프, 모짜렐라치즈, 엔칠라다소스, 양상추, 피코데가요, 할라피뇨, 사워크림, 핫소스, 나쵸치즈 베어스타코 대표 시그니쳐
15,500원; 치킨치미창가(CHICKEN CHIMICHANGA)
또띠아(10인치), 시즈닝라이스, 치킨, 모짜렐라치즈, 할라피뇨, 양상추, 피코데가요, 사워크림 바삭하게 튀겨낸 베어스타코만의 시그니쳐 메뉴
11,900원; 비프치미창가(BEEF CHIMICHANGA)
또띠아(10인치), 시즈닝라이스, 비프, 모짜렐라치즈, 할라피뇨, 양상추, 피코데가요, 사워크림 바삭하게 튀겨낸 베어스타코만의 시그니쳐 메뉴
12,900원; 아보카도치미창가(AVOCADO CHIMICHANGA)
또띠아(10인치), 시즈닝라이스, 시즈닝양파, 아보카도, 모짜렐라치즈, 할라피뇨, 양상추, 피코데가요, 사워크림 바삭하게 튀겨낸 베어스타코만의 시그니쳐 메뉴
13,500원; 풀드포크치미창가(PULLEDPORKCHIMICHANGA
또띠아(10인치), 시즈닝라이스, 풀드포크, 바베큐소스, 핫소스, 모짜렐라치즈, 할라피뇨, 양상추, 피코데가요, 사워크림 바삭하게 튀겨낸 베어스타코만의 시그니쳐 메뉴
14,500원; 쉬림프치미창가(SHRIMP CHIMICHANGA)
또띠아(10인치), 시즈닝라이스, 쉬림프, 모짜렐라치즈, 할라피뇨, 양상추, 피코데가요, 사워크림 바삭하게 튀겨낸 베어스타코만의 시그니쳐 메뉴
14,900원; 나쵸칩&살사(NACHOCHIPS&SALSA)
나쵸칩+마일드살사
5,000원; 나쵸칩&칠리콘가르네치즈(NACHO&CHILCHEESE)
나쵸칩+칠리콘카르네+치즈
10,000원; 양념감자&핫케찹(Seasoned&Hot)
양념감자+핫케찹
6,000원; 감자튀김&칠리콘가르네치즈(FRENCH&CHILCHEE)
감자튀김+칠리콘카르네+치즈
11,000원; 멕시칸 버팔로윙 4PCS(BUFFALO)
윙(2PCS) + 스틱(2PCS)
6,000원; 마일드살사(MILD SALSA)
토마토, 양파, 홍피망이 만난 달짝지근 마일드소스
1,500원; 베르데살사(VERDE SALSA)
토마티요, 할라피뇨, 레몬즙이 만난 상큼한 베르데소스
1,500원; 치폴레마요(CHIPOTLE MAYO)
치폴레, 마요네즈, 마늘
1,500원; 아이올리(AIOLI)
홀그레인, 마요네즈, 마늘 조합의 베어스타코 특제소스
1,500원; 핫소스(HOT SAUCE)
한국의 말린고추와 멕시코 할라피뇨의 환상 조합
1,500원; 코카콜라 (COCACOLA)(355ml)
2,500원; 코카콜라 제로 (COCACOLA ZERO)(355ml)
2,500원; 펩시 제로 라임 (PEPSI ZERO LIME)(355ml)
2,500원; 스프라이트 (SPRITE)(355ml)
2,500원; 환타오렌지 (FANTA ORANGE)(355ml)
2,500원",127.0432632,37.5048508
타코잇 선릉역점,1131370514,"멕시코,남미음식",서울 강남구 선릉로 519 지상1층 102호,02-552-5905,,"포장, 방문접수/출장",,"매일
11:00 - 23:00","TACOEAT TACO(타코잇타코)
대표
부드러운 또띠아에 소양지 슬라이스를 타코잇만의 시즈닝을 넣고 볶아 3종 소스와 곁들인 타코
4,900원; BIRRIA TACO(비리아타코)
대표
그리들위에 또띠아와 치즈, 6시간 푹고은 사태를 손수 찢어 올린 매콤하고 중독성 있는 타코
5,900원; SHRIMP TACO(쉬림프타코)
부드러운 또띠아에 탈각새우를 타코잇만의 스리라차 마요와 스모크 스파이시 소르를 곁들인 타코
5,900원; TACOEAT RICE(타코잇라이스)
인남미위에 이국적인 칠리콘카르네를 올려 각종 야채와 소스를 비벼먹는 극강의 맛
6,900원; DORI BOMB(도리밤)
도리토스 위에 칠리콘카르네를 올려 치즈소스와 살사를 곁들여 남녀노소 호불호가 없는 인기메뉴
9,900원",127.0481296,37.5058299
감성타코 강남역점,1306983663,"멕시코,남미음식",서울 강남구 강남대로 406 지하1층 감성타코,02-565-8830,,"무선 인터넷, 남/녀 화장실 구분, 포장, 단체 이용 가능, 예약",,"월
11:30 - 22:00
21:00 라스트오더; 화
11:30 - 22:00
21:00 라스트오더; 수
11:30 - 22:00
21:00 라스트오더; 목
11:30 - 22:00
21:00 라스트오더; 금
11:30 - 22:00
21:00 라스트오더; 토
11:30 - 22:00
21:00 라스트오더; 일
11:30 - 22:00
21:00 라스트오더","치폴레크림 쉬림프 브리또대표
15,000원; 베르데 숏립 퀘사디아대표
15,800원; 과콰몰리 쉬림프 퀘사디아대표
15,000원; 아보카도 치폴레크림 쉬림 타코매운맛1단계대표
12,000원; 숏립 타코매운맛1단계대표
12,800원; 까르니따스 치즈 타코
10,000원; 파인애플 살사 베르데 타코매운맛1단계
10,000원; 자메이카 저크 치킨 타코매운맛1단계
10,000원; 칠리라차 쉬림프 타코
11,000원; 아보카도 치폴레크림 쉬림 타코매운맛1단계대표
12,000원; 스피나치 파마산 머쉬룸 타코
10,000원; 숏립 타코매운맛1단계대표
12,800원; 클래식 스테이크 타코
13,800원; 까르니따스 베르데 브리또
14,000원; 치폴레크림 쉬림프 브리또대표
15,000원; BBQ 숏립 브리또
15,000원; 아가베 블랙잭 퀘사디아
14,000원; 베르데 숏립 퀘사디아대표
15,800원; 과콰몰리 쉬림프 퀘사디아대표
15,000원; 자메이카 저크 치킨 퀘사디아매운맛1단계
14,000원; 고저스 버팔로 감자튀김
10,000원; 칠리라차 버팔로 윙스
17,000원; 어니언링
12,000원; 감성 칠리 나초
9,000원; 베르데 해쉬 브라운
9,000원",127.027502,37.4989668
